10000,3.15439999999999987068
20000,3.14579999999999992966
30000,3.14199999999999990408
40000,3.14009999999999989129
50000,3.14040000000000008029
60000,3.14626666666666654493
70000,3.14902857142857151018
80000,3.14590000000000014069
90000,3.14795555555555539584
100000,3.14783999999999997144
110000,3.14639999999999986358
120000,3.14556666666666684407
130000,3.14766153846153828866
140000,3.14785714285714268712
150000,3.14677333333333342225
160000,3.14677499999999987779
170000,3.14618823529411750783
180000,3.14666666666666650087
190000,3.14690526315789487199
200000,3.14631999999999978357
210000,3.14575238095238107761
220000,3.14707272727272746593
230000,3.14593043478260847579
240000,3.14650000000000007461
250000,3.14715200000000017155
260000,3.14741538461538450377
270000,3.14699259259259278565
280000,3.14557142857142846282
290000,3.14568275862068968962
300000,3.14689333333333332021
310000,3.14623225806451634057
320000,3.14557500000000000995
330000,3.14587878787878771902
340000,3.14567058823529421829
350000,3.14507428571428571118
360000,3.14517777777777762793
370000,3.14487567567567571913
380000,3.14486315789473680482
390000,3.14429743589743582177
400000,3.14442000000000021487
410000,3.14387317073170713400
420000,3.14381904761904751311
430000,3.14373953488372093190
440000,3.14377272727272716324
450000,3.14476444444444425130
460000,3.14486086956521759816
470000,3.14540425531914902280
480000,3.14520833333333316162
490000,3.14526530612244892282
500000,3.14538399999999995771
510000,3.14570980392156851480
520000,3.14553846153846139444
530000,3.14567547169811323471
540000,3.14615555555555559408
550000,3.14612363636363623343
560000,3.14617857142857149100
570000,3.14558596491228081860
580000,3.14572413793103455859
590000,3.14591186440677983427
600000,3.14551333333333316133
610000,3.14516721311475411227
620000,3.14516774193548398486
630000,3.14495873015873028677
640000,3.14493124999999995595
650000,3.14466461538461539149
660000,3.14456969696969679262
670000,3.14478805970149233318
680000,3.14460588235294125070
690000,3.14466086956521717610
700000,3.14470285714285724410
710000,3.14508169014084515425
720000,3.14491666666666658259
730000,3.14492054794520559113
740000,3.14529729729729723431
750000,3.14555199999999990368
760000,3.14537894736842105203
770000,3.14531948051948040401
780000,3.14549230769230758753
790000,3.14516962025316448859
800000,3.14516000000000017778
810000,3.14506666666666667709
820000,3.14502439024390234579
830000,3.14478072289156607155
840000,3.14448095238095248760
850000,3.14455529411764711512
860000,3.14443720930232561983
870000,3.14455172413793082598
880000,3.14455909090909102588
890000,3.14469213483146070587
900000,3.14480000000000003979
910000,3.14512967032967027947
920000,3.14488260869565205979
930000,3.14440430107526891490
940000,3.14471489361702127852
950000,3.14452210526315800720
960000,3.14414999999999977831
970000,3.14422268041237096270
980000,3.14408979591836734713
990000,3.14399191919191922651
1000000,3.14395600000000019492
1010000,3.14411881188118824682
1020000,3.14407058823529395042
1030000,3.14378252427184445850
1040000,3.14361153846153840163
1050000,3.14364571428571437650
1060000,3.14358113207547162915
